광역단체,기초단체,영화상영관코드,영화상영관명,총 스크린수,총 좌석수,필름 상영관수,2D 상영관수,3D 상영관수,4D 상영관수,IMAX 상영관수,상설여부,특별관운영여부,가입여부,전송사업자명,개관일,영업상태,운영형태,주소,전화번호,홈페이지
인천시,남동구,15039,CGV 인천논현,5,630,0,5,2,0,0,상설,,가입,CJ올리브네트웍스(주),2014-08-22,영업,위탁,인천광역시 남동구 논현동 646-2 번지 노현시네마타워 4층,1544-1122,http://www.cgv.co.kr
서울시,송파구,1156,CGV 송파,8,1401,0,8,5,1,0,상설,,가입,CJ올리브네트웍스(주),2009-04-29,영업,직영,서울특별시 송파구 문정동 634 번지 가든파이브 라이프 영관 10층,1544-1122,http://www.cgv.co.kr
강원도,홍천군,3197,홍천시네마,2,98,0,2,1,0,0,상설,,가입,(주)디트릭스,2014-04-08,영업,직영,강원도 홍천군 홍천읍 134-11 번지 홍천군문화센터 1층,033-433-7053,http://hongcheon.scinema.org/
서울시,은평구,1106,CGV 불광,9,1620,0,9,3,0,0,상설,,가입,CJ올리브네트웍스(주),2005-06-25,영업,위탁,서울특별시 은평구 대조동 240 번지 팜스퀘어 11층,1544-1122,http://www.cgv.co.kr/
울산시,동구,14003,현대예술관시네마,5,1822,2,5,0,0,0,상설,,가입,현대중공업(주),2008-06-13,영업,직영,울산광역시 동구 서부동 110-1 번지,052-209-7812,http://
경기도,시흥시,2265,CGV 정왕,5,448,0,5,0,0,0,상설,,가입,CJ올리브네트웍스(주),2020-07-08,영업,위탁,경기도 시흥시 정왕동 1734-2 번지 시화이마트 10층 CGV 정왕,031-434-1230,
강원도,정선군,3214,고한 시네마,2,113,0,2,1,0,0,상설,,가입,(주)디트릭스,2019-06-26,영업,직영,강원도 정선군 고한읍 63-54 번지 고한작은영화관,033-592-7053,http://gohan.scinema.org/
강원도,정선군,3207,아리아리 정선시네마,2,101,0,2,1,0,0,상설,,가입,(주)디트릭스,2017-05-19,영업,직영,강원도 정선군 정선읍 144-9 번지 아리아리 정선시네마,033-563-5703,http://jeongseon.scinema.org/
전라북도,전주시,8042,전주디지털독립영화관,1,98,1,1,0,0,0,상설,,가입,(주)디트릭스,2009-05-19,영업,직영,전라북도 전주시 완산구 고사동 429-5 번지 전주영화제작소 4층,063-231-3377,http://jeonjucinecomplex.kr
충청남도,청양군,5061,청양 시네마,2,98,0,2,1,0,0,상설,,가입,(주)디트릭스,2018-02-08,영업,직영,충청남도 청양군 청양읍 191-5 번지 청양군문화체육센타,041-942-7053,http://cheongyang.scinema.org/
강원도,화천군,3199,화천 작은영화관,3,322,0,3,1,0,0,상설,,가입,(주)디트릭스,2014-12-20,영업,직영,강원도 화천군 화천읍 1-5 번지 2층,033-441-7053,http://ihc.scinema.org/
경상남도,거창군,7069,롯데시네마 거창,2,410,0,2,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2015-07-24,영업,위탁,경상남도 거창군 거창읍 90-2 번지 (고센시티8층),010-6898-0806,http://www.megabox.co.kr
경상북도,구미시,6076,씨네큐 구미봉곡,5,502,0,5,1,0,0,상설,,가입,(주)씨네큐,2017-12-07,영업,직영,경상북도 구미시 봉곡동 36 번지 4층,1544-1533,www.cineq.co.kr
경상북도,경주시,6073,씨네큐 경주보문,6,767,0,6,2,0,0,상설,,가입,(주)씨네큐,2017-08-24,영업,직영,경상북도 경주시 신평동 150-10 번지 2-4층,1544-1533,www.cineq.co.kr
경기도,수원시,2264,롯데시네마 북수원,5,640,0,5,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2020-06-18,영업,직영,경기도 수원시 장안구 천천동 516 번지 3층 롯데시네마,,
제주도,제주시,10019,한림 작은영화관,2,98,0,2,0,0,0,상설,,가입,(주)디트릭스,,영업,직영,제주특별자치도 제주시 한림읍 887-2 번지 한림작은영화관 1층,,
경기도,양평군,2189,양평시네마,1,152,0,1,0,0,0,상설,,가입,인터파크(주),1994-10-29,영업,직영,경기도 양평군 양평읍 양근리 422-2 번지,031-771-2154,
경상남도,창원시 마산회원구,7056,롯데시네마 마산(합성동),7,590,0,7,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2010-12-15,영업,위탁,경상남도 창원시 마산회원구 합성2동 267 번지,1544-8855,http://www.lottecinema.co.kr/
전라남도,여수시,9060,메가박스 여수웅천,8,1138,0,8,1,0,0,상설,,가입,메가박스(주),2017-12-20,영업,위탁,전라남도 여수시 웅천동 1720-1 번지,02-1544-0070,http://www.megabox.co.kr/
경기도,부천시,2258,CGV 부천옥길,6,634,0,6,1,0,0,상설,,가입,CJ올리브네트웍스(주),2020-03-11,영업,위탁,경기도 부천시 소사구 옥길동 745-6 번지 문영퀸즈파크옥길C동 8층 806호 CGV부천옥길,02-1544-1122,http://www.cgv.co.kr
광주시,북구,16020,메가박스 전대(광주),7,958,0,7,2,0,0,상설,,가입,메가박스(주),2007-07-01,영업,위탁,광주광역시 북구 중흥동 362-2 번지,1544-0070,http://www.megabox.co.kr/
경기도,성남시,2112,CGV 성남모란,6,714,0,6,0,0,0,상설,,가입,CJ올리브네트웍스(주),2005-12-29,영업,위탁,경기도 성남시 중원구 성남동 3499 번지 뉴코아아울렛 9~10층,,
세종시,연기군,5038,메가박스 세종(조치원),5,749,0,5,2,0,0,상설,,가입,메가박스(주),2011-03-09,영업,위탁,충청남도 연기군 조치원읍 교리 24-1 번지,1544-0070,http://www.megabox.co.kr/
경기도,부천시,2186,한국만화영상진흥원,1,386,1,1,1,0,0,상설,,가입,인터파크(주),2009-08-13,영업,직영,경기도 부천시 원미구 상동 529-2 번지 한국만화영상진흥원,032-310-3045,http://www.komacon.kr
충청북도,충주시,4047,롯데시네마 충주,5,746,0,5,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2019-09-19,영업,위탁,,,
부산시,기장군,11063,CGV 정관,9,654,0,9,1,0,0,상설,,가입,CJ올리브네트웍스(주),2017-12-21,영업,위탁,부산광역시 기장군 정관읍 717-6 번지 조은플러스 10층 CGV,051-717-3850,
경기도,화성시,2250,CGV 화성봉담,4,379,0,4,0,0,0,상설,,가입,CJ올리브네트웍스(주),2019-08-14,영업,위탁,경기도 화성시 봉담읍 564 번지 2층 221호(프리미엄원희캐슬봉담 ),,
경기도,안산시,2087,메가박스 안산중앙,6,631,0,6,0,0,0,상설,,가입,메가박스(주),2010-06-08,영업,위탁,"경기도 안산시 단원구 고잔동 535-1 번지 9층, 10층",1544-1122,http://www.meganex6.co.kr/
충청북도,충주시,4040,씨네큐 충주연수,8,1191,0,8,2,0,0,상설,,가입,(주)씨네큐,2018-06-15,영업,위탁,"충청북도 충주시 연수동 1325 번지, 3층",070-5221-1354,
대구시,달성군,12055,롯데시네마 대구현풍,6,734,0,6,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2019-06-12,영업,위탁,대구광역시 달성군 현풍면 중리 490 번지 4층 롯데시네마,,
충청북도,옥천군,4041,옥천 향수시네마,2,95,0,2,1,0,0,상설,,가입,(주)디트릭스,2018-08-02,영업,직영,,,http://oc.scinema.org/
인천시,부평구,15019,CGV 부평,10,1552,0,10,2,0,0,상설,,가입,CJ올리브네트웍스(주),2004-06-19,영업,위탁,인천광역시 부평구 청천동 386 번지 아이즈빌 3층 영화관사무실,1544-1122,http://www.cgv.co.kr/
강원도,원주시,3031,메가박스 원주,8,797,0,8,3,0,0,상설,,가입,메가박스(주),2007-11-15,영업,위탁,강원도 원주시 단계동 873 번지,1544-0070,http://www.megabox.co.kr/
서울시,서초구,1101,메가박스 강남,7,973,0,7,2,0,0,상설,,가입,메가박스(주),2011-08-05,영업,직영,서울특별시 서초구 서초동 1317-20 번지 아라타워 8층,1544-0070,http://www.megabox.co.kr/
서울시,마포구,1222,CGV 홍대,6,936,0,6,3,0,0,상설,,가입,CJ올리브네트웍스(주),2014-10-02,영업,직영,서울특별시 마포구 동교동 159-8 번지 동교동,1544-1122,http://www.cgv.co.kr/
대전시,서구,13030,CGV 대전탄방,6,970,0,6,3,0,0,상설,,가입,CJ올리브네트웍스(주),2016-05-26,영업,직영,대전광역시 서구 탄방동 744 번지 세이탄방점 7층,,
서울시,종로구,1083,씨네큐브광화문(서울),2,365,2,2,0,0,0,상설,,가입,(주)디트릭스,2010-12-02,영업,위탁,서울특별시 종로구 신문로1가 226 번지 흥국생명빌딩 지하 2층,02-2002-7770,http://www.icinecube.com/
충청북도,음성군,4046,CGV 충북혁신,5,799,0,5,1,0,0,상설,,가입,CJ올리브네트웍스(주),2019-04-19,영업,위탁,충청북도 음성군 맹동면 500 번지 동성리,070-4252-9830,
경기도,용인시,2237,CGV 광교상현,4,406,0,4,1,0,0,상설,,가입,CJ올리브네트웍스(주),2018-08-21,영업,위탁,,,
서울시,동작구,1197,아트나인,2,150,0,2,1,0,0,상설,,가입,메가박스(주),2013-01-09,영업,위탁,서울특별시 동작구 사당동 147-53 번지 골든시네마 12층,070-7017-4526,http://www.megabox.co.kr/
전라북도,익산시,8052,롯데시네마 익산모현,7,1243,0,7,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2019-02-28,영업,위탁,전라북도 익산시 모현동1가 876 번지 4층 롯데시네마 익산모현,,
경기도,부천시,2212,롯데시네마 부천역,9,806,0,9,3,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2013-02-28,영업,위탁,경기도 부천시 원미구 심곡동 175-6 번지,1544-8855,http://www.lottecinema.co.kr/
충청남도,당진군,5046,CGV 당진,7,1075,0,7,2,0,0,상설,,가입,CJ올리브네트웍스(주),2014-12-01,영업,위탁,충청남도 당진시 읍내동 1532 번지 읍내동,1544-1122,
전라남도,순천시,9020,CGV 순천,8,1188,0,8,4,0,0,상설,,가입,CJ올리브네트웍스(주),2010-10-21,영업,직영,전라남도 순천시 장천동 54-1 번지,1544-1122,http://www.cgv.co.kr
전라남도,목포시,9064,CGV 목포평화광장,8,1300,0,8,2,0,0,상설,,가입,CJ올리브네트웍스(주),2018-07-27,영업,직영,전라남도 목포시 상동 1129-6 번지 CGV 목포평화광장,,www.cgv.co.kr
서울시,광진구,1251,CGV 건대입구,5,754,0,5,2,0,0,상설,,가입,CJ올리브네트웍스(주),2018-01-30,영업,직영,,,
대전시,유성구,13029,CGV 유성노은,5,968,0,5,2,0,0,상설,,가입,CJ올리브네트웍스(주),2014-11-05,영업,위탁,대전광역시 유성구 지족동 905-4 번지 지족동 노은타운 7층,1544-1122,
광주시,북구,16038,CGV 광주용봉,10,1465,0,10,2,0,0,상설,,가입,CJ올리브네트웍스(주),2013-09-16,영업,직영,광주광역시 북구 용봉동 17-1 번지 굿모닝타운 4층,1544-1122,http://www.cgv.co.kr
경상남도,창원시 마산회원구,7032,CGV 마산,7,1178,0,7,4,0,0,상설,,가입,CJ올리브네트웍스(주),2005-03-12,영업,직영,경상남도 창원시 마산회원구 합성동 126-4 번지 보보스존 12층(구 엠파크8),1544-1122,http://www.cgv.co.kr
경기도,평택시,2200,CGV 평택소사,6,750,0,6,3,0,0,상설,,가입,CJ올리브네트웍스(주),2017-02-22,영업,직영,경기도 평택시 비전동 1090-2 번지 로이드빌딩 5층 CGV평택소사,,
경기도,성남시,2047,CGV 서현,4,455,0,4,2,0,0,상설,,가입,CJ올리브네트웍스(주),2014-08-14,영업,직영,경기도 성남시 분당구 서현동 256 번지 서현동 비전월드빌딩,1544-1122,
경기도,군포시,2183,CGV 산본,6,695,0,6,1,0,0,상설,,가입,CJ올리브네트웍스(주),2016-12-21,영업,위탁,경기도 군포시 산본동 1142-2 번지 외1 산본대우비디오플러스 401,1544-8855,http://www.lottecinema.co.kr/
경기도,구리시,2220,CGV 구리,7,1165,0,7,3,0,0,상설,,가입,CJ올리브네트웍스(주),2016-07-28,영업,직영,"경기도 구리시 인창동 676-2 번지 2-7층 (인창동, 구리맥스)",,
충청남도,당진군,5047,조이앤시네마 당진,1,106,0,1,0,0,0,상설,,가입,인터파크(주),2015-01-01,영업,직영,충청남도 당진시 읍내동 251-4 번지,041-356-8300,
충청남도,당진군,5052,당진아트시네마,1,153,0,1,0,0,0,상설,,가입,인터파크(주),2016-09-08,영업,직영,충청남도 당진시 읍내동 251-4 번지 3층 (읍내동),041-356-8300,
광주시,동구,16044,광주독립영화관,1,105,0,1,0,0,0,상설,,가입,(주)디트릭스,2018-04-11,영업,직영,광주광역시 동구 서석동 47-1 번지 서석동,062-222-1895,
경상남도,창원시 마산합포구,7072,씨네아트 리좀,1,51,0,1,0,0,0,상설,,가입,(주)디트릭스,2015-12-11,영업,직영,경상남도 창원시 마산합포구 동성동 268 번지,070-8802-6438,cafe.naver.com/cineart
충청북도,청원군,4014,메가박스 오창,8,1013,0,8,2,0,0,상설,,가입,메가박스(주),2017-12-14,영업,위탁,충청북도 청원군 오창읍 양청리 820-1 번지 메가시티 4층 메가박스 오창,02-1544-0070,http://www.megabox.co.kr/
인천시,중구,15061,메가박스 영종,6,677,0,6,0,0,0,상설,,가입,메가박스(주),2018-10-18,영업,위탁,인천광역시 중구 운서동 3088-3 번지 예스타워 영종 7~9층,02-1544-0070,http://www.megabox.co.kr/
서울시,도봉구,1243,메가박스창동,5,680,0,5,0,0,0,상설,,가입,메가박스(주),2017-01-20,영업,위탁,서울특별시 도봉구 창동 715-14 번지,02-1544-0070,http://www.megabox.co.kr/
서울시,강서구,1246,메가박스 마곡,6,815,0,6,0,0,0,상설,,가입,메가박스(주),2017-09-25,영업,직영,서울특별시 강서구 마곡동 797-1 번지 퀸즈파크나인 B동 4층 메가박스 마곡지점,02-1544-0070,
부산시,기장군,11062,메가박스 정관,6,578,0,6,1,0,0,상설,,가입,메가박스(주),2017-12-07,영업,위탁,부산광역시 기장군 정관읍 777-1 번지 5층,02-1544-0070,http://www.megabox.co.kr/
경상북도,포항시,6075,메가박스 남포항,6,663,0,6,1,0,0,상설,,가입,메가박스(주),2017-09-26,영업,직영,경상북도 포항시 남구 오천읍 1134 번지,02-1544-0070,http://www.megabox.co.kr/
경기도,남양주시,2054,메가박스 별내,6,454,0,6,0,0,0,상설,,가입,메가박스(주),2014-12-23,영업,위탁,"경기도 남양주시 별내동 936-4 번지 (별내동,황산빌딩)",1544-0070,http://www.megabox.co.kr/
서울시,강서구,1228,메가박스 화곡,5,851,0,5,0,0,0,상설,,가입,메가박스(주),2015-05-29,영업,직영,"서울특별시 강서구 화곡동 1073-10 번지 401,501호(화곡동)",1544-0070,www.megabox.co.kr
경상북도,구미시,6064,메가박스 구미강동,6,976,0,6,2,0,0,상설,,가입,메가박스(주),2012-12-22,영업,직영,경상북도 구미시 진평동 1023-2 번지,1544-0070,http://www.megabox.co.kr/
경기도,화성시,2224,롯데시네마 향남,5,680,0,5,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2016-09-26,영업,직영,경기도 화성시 향남읍 하길리 1410-1 번지 701호,02-1544-8855,http://www.lottecinema.co.kr
경기도,파주시,2225,롯데시네마 파주운정,7,1238,0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2016-12-22,영업,직영,경기도 파주시 목동동 17 번지,02-3470-3499,www.lottecinema.co.kr
서울시,동대문구,1164,롯데시네마 청량리,8,1737,0,8,4,1,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2010-08-20,영업,직영,서울특별시 동대문구 전농동 591-53 번지,1544-8855,www.lottecinema.co.kr
경상남도,창원시 성산구,7012,롯데시네마 창원,7,1319,0,7,6,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2002-02-28,영업,직영,경상남도 창원시 성산구 상남동 79 번지,1544-8855,http://www.lottecinema.co.kr/
경상남도,창원시 진해구,7062,롯데시네마 진해,6,952,0,6,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2012-12-21,영업,직영,경상남도 창원시 진해구 석동 543-3 번지,1544-8855,http://www.lottecinema.co.kr/
경상남도,진주시,7075,롯데시네마 진주혁신,7,1268,0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2016-09-08,영업,직영,경상남도 진주시 충무공동 35 번지 진주롯데몰,02-1544-8855,http://www.lottecinema.co.kr
경기도,남양주시,2184,롯데시네마 진접,3,328,0,3,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2010-12-23,영업,직영,경기도 남양주시 진접읍 1081-2 번지,1544-8855,http://www.lottecinema.co.kr
전라북도,전주시,8034,롯데시네마 전주평화,6,1040,0,6,3,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2012-09-27,영업,직영,전라북도 전주시 완산구 평화동1가 604-1 번지,1544-8855,http://www.lottecinema.co.kr/
인천시,서구,15054,롯데시네마 인천아시아드,6,1155,0,6,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2016-12-23,영업,직영,인천광역시 서구 연희동 378 번지,02-1544-8855,www.lottecinema.co.kr
서울시,광진구,1268,메가박스 군자,9,1127,0,9,0,0,0,상설,,가입,메가박스(주),2018-09-01,영업,위탁,서울특별시 광진구 군자동 477-12 번지,02-482-8746,
경기도,의정부시,2221,롯데시네마 의정부민락,7,902,0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2016-08-19,영업,직영,"경기도 의정부시 민락동 804-6 번지 해동타워 8,9층",02-1544-8855,http://www.lottecinema.co.kr
울산시,중구,14014,롯데시네마 울산성남,7,1123,0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2014-03-20,영업,직영,울산광역시 중구 성남동 256-24 번지,1544-8855,www.lottecinema.co.kr
경기도,안양시,2217,롯데시네마 안양일번가,8,858,0,8,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2016-05-03,영업,직영,경기도 안양시 만안구 안양동 676-1 번지 9~13층,02-1544-8855,http://www.lottecinema.co.kr
충청남도,아산시,5045,롯데시네마 아산터미널,6,1020,0,6,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2014-01-24,영업,직영,충청남도 아산시 모종동 555-5 번지 아산터미널영화관 9~10층,1544-8855,www.lottecinema.co.kr
경기도,안산시,2124,롯데시네마 센트럴락(안산),9,1429,0,9,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2007-02-01,영업,직영,경기도 안산시 단원구 고잔동 539-2 번지 7~10층,1544-8855,http://www.lottecinema.co.kr/
대구시,달서구,12014,롯데시네마 성서,9,1644,0,9,6,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2006-01-19,영업,직영,대구광역시 달서구 이곡동 1244-1 번지,1544-8855,http://www.lottecinema.co.kr/
강원도,동해시,3042,롯데시네마 동해,5,719,0,5,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2009-02-22,영업,직영,강원도 동해시 천곡동 864 번지,1544-8855,http://www.lottecinema.co.kr/
대구시,중구,12029,롯데시네마 동성로,8,1376,0,8,4,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2008-05-16,영업,직영,대구광역시 중구 동성로2가 66-1 번지 더락 4층,1544-8855,http://www.lottecinema.co.kr/
경기도,용인시,2238,롯데시네마 용인기흥,7,1091,0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2018-09-12,영업,직영,경기도 용인시 기흥구 구갈동 234 번지,,
경상남도,김해시,7065,롯데시네마 김해아울렛,6,1023,0,6,3,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2013-06-28,영업,직영,경상남도 김해시 신문동 1414 번지 롯데아울렛 신관 4층,1544-8855,http://www.lottecinema.co.kr
전라북도,군산시,8232,롯데시네마 군산몰,7,1014,0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2018-04-27,영업,직영,전라북도 군산시 조촌동 450-21 번지,02-1544-8855,www.lottecinema.co.kr
전라북도,군산시,8041,롯데시네마 군산나운,7,1085,0,7,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2017-11-01,영업,직영,전라북도 군산시 나운동 114-34 번지 롯데시네마,,
경기도,구리시,2055,롯데시네마 구리아울렛,7,1115,0,7,3,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2014-12-24,영업,직영,경기도 구리시 인창동 419-7 번지 6~8층 롯데시네마,1544-8855,
경기도,광주시,2208,롯데시네마 광주터미널,3,231,0,3,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2012-07-27,영업,직영,경기도 광주시 경안동 25-3 번지 광주버스터미널2층,1544-8855,http://www.lottecinema.co.kr/
경기도,수원시,2085,롯데시네마 광교아울렛,6,889,0,6,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2015-09-04,영업,직영,"경기도 수원시 영통구 이의동 1338 번지 롯데아울렛 광교점 4,5층",,
서울시,강동구,1258,메가박스강동,10,1352,0,10,0,0,0,상설,,가입,메가박스(주),2018-05-01,영업,위탁,서울특별시 강동구 성내동 549-1 번지,02-482-8746,
경기도,안성시,2236,CGV 안성,8,1001,0,8,2,0,0,상설,,가입,CJ올리브네트웍스(주),2018-05-28,영업,위탁,경기도 안성시 석정동 139-1 번지 CGV안성,031-677-3790,
서울시,강서구,1189,롯데시네마 김포공항_샤롯데,1,32,0,1,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2011-12-01,영업,직영,서울특별시 강서구 방화동 886 번지,1544-8855,http://www.lottecinema.co.kr/
대구시,중구,12047,대구독립영화전용관 오오극장,1,55,0,1,0,0,0,상설,,가입,(주)디트릭스,2015-02-05,영업,직영,대구광역시 중구 수동 1-6 번지 1층,053-425-3553,
제주도,서귀포시,10010,롯데시네마 서귀포,6,649,0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2005-12-28,영업,위탁,제주특별자치도 서귀포시 법환동 914 번지 월드컵경기장내,1544-8855,http://www.lottecinema.co.kr/
경기도,광주시,2231,CGV 경기광주,8,1202,0,8,2,0,0,상설,,가입,CJ올리브네트웍스(주),2017-09-30,영업,위탁,경기도 광주시 역동 16-1 번지,,
경기도,화성시,2227,화성시문화재단 모두누림센터 누림아트홀,1,286,0,1,1,0,0,상설,,가입,인터파크(주),2017-03-15,영업,직영,경기도 화성시 반송동 108 번지 동탄복합문화센터 (반송동),031-357-5254,http://www.hcf.or.kr/
전라북도,전주시,8022,메가박스 송천,8,1180,0,8,6,0,0,상설,,가입,메가박스(주),2004-09-24,영업,위탁,전라북도 전주시 덕진구 송천동2가 661-15 번지 메가월드 A동 3층,1544-0070,http://www.megabox.co.kr/
대구시,중구,12013,동성아트홀,1,126,1,1,0,0,0,상설,,가입,(주)디트릭스,1992-10-01,영업,직영,대구 중구 동성로1가 22-1,053-425-2845,http://
충청남도,공주시,5021,메가박스 공주,7,802,0,7,3,0,0,상설,,가입,메가박스(주),2009-07-01,영업,위탁,충청남도 공주시 신관동 248-11 번지,1544-0070,http://www.megabox.co.kr/
대구시,수성구,12044,CGV 대구수성,4,804,0,4,2,0,0,상설,,가입,CJ올리브네트웍스(주),2013-05-23,영업,직영,대구광역시 수성구 범물동 1273 번지,1544-1122,
경기도,고양시,2209,CGV 화정,8,886,0,8,3,0,0,상설,,가입,CJ올리브네트웍스(주),2012-09-13,영업,위탁,경기도 고양시 덕양구 화정동 966-1 번지 시네마플러스 401호,1544-1122,http://www.cgv.co.kr/
경기도,파주시,2046,CGV 파주문산,3,341,0,3,2,0,0,상설,,가입,CJ올리브네트웍스(주),2014-07-23,영업,직영,경기도 파주시 문산읍 892 번지 (3층),1544-1122,
경기도,김포시,2048,CGV 김포운양,4,424,0,4,2,0,0,상설,,가입,CJ올리브네트웍스(주),2014-10-31,영업,직영,경기도 김포시 운양동 1296-9 번지,1544-1122,
